iter	Passed	Remaining
762	1779	552
763	1781	550
764	1783	547
765	1785	545
766	1787	542
767	1790	540
768	1791	538
769	1793	535
770	1795	533
771	1797	530
772	1799	528
773	1801	526
774	1803	523
775	1805	521
776	1807	518
777	1809	516
778	1812	514
779	1814	511
780	1816	509
781	1818	506
782	1820	504
783	1821	501
784	1824	499
785	1827	497
786	1829	495
787	1831	492
788	1833	490
789	1835	488
790	1837	485
791	1840	483
792	1842	480
793	1844	478
794	1846	476
795	1849	473
796	1851	471
797	1853	469
798	1856	467
799	1858	464
800	1860	462
801	1861	459
802	1864	457
803	1866	454
804	1868	452
805	1871	450
806	1873	448
807	1874	445
808	1876	442
809	1878	440
810	1880	438
811	1882	435
812	1884	433
813	1886	431
814	1888	428
815	1890	426
816	1893	424
817	1895	421
818	1897	419
819	1900	417
820	1902	414
821	1904	412
822	1905	409
823	1908	407
824	1909	405
825	1911	402
826	1914	400
827	1916	398
828	1917	395
829	1919	393
830	1922	391
831	1924	388
832	1926	386
833	1930	384
834	1932	381
835	1933	379
836	1935	377
837	1937	374
838	1939	372
839	1940	369
840	1943	367
841	1945	365
842	1947	362
843	1948	360
844	1949	357
845	1951	355
846	1953	352
847	1954	350
848	1956	348
849	1959	345
850	1961	343
851	1963	341
852	1965	338
853	1967	336
854	1969	334
855	1971	331
856	1974	329
857	1976	327
858	1978	324
859	1979	322
860	1981	319
861	1983	317
862	1984	315
863	1987	312
864	1989	310
865	1991	308
866	1993	305
867	1995	303
868	1997	301
869	1999	298
870	2002	296
871	2005	294
872	2006	291
873	2009	289
874	2011	287
875	2013	284
876	2014	282
877	2017	280
878	2019	277
879	2020	275
880	2023	273
881	2025	270
882	2026	268
883	2028	266
884	2030	263
885	2032	261
886	2034	259
887	2036	256
888	2038	254
889	2040	252
890	2041	249
891	2043	247
892	2045	245
893	2047	242
894	2049	240
895	2051	238
896	2053	235
897	2055	233
898	2057	231
899	2059	228
900	2061	226
901	2063	224
902	2065	221
903	2067	219
904	2069	217
905	2071	214
906	2073	212
907	2074	210
908	2076	207
909	2078	205
910	2080	203
911	2082	200
912	2084	198
913	2086	196
914	2087	193
915	2089	191
916	2092	189
917	2094	187
918	2096	184
919	2098	182
920	2100	180
921	2102	177
922	2104	175
923	2106	173
924	2108	170
925	2110	168
926	2112	166
927	2114	164
928	2115	161
929	2117	159
930	2118	157
931	2120	154
932	2122	152
933	2124	150
934	2126	147
935	2128	145
936	2129	143
937	2131	140
938	2133	138
939	2135	136
940	2136	133
941	2138	131
942	2140	129
943	2142	127
944	2144	124
945	2146	122
946	2148	120
947	2150	117
948	2151	115
949	2153	113
950	2155	111
951	2157	108
952	2158	106
953	2160	104
954	2162	101
955	2163	99
956	2165	97
957	2167	95
958	2169	92
959	2171	90
960	2173	88
961	2175	85
962	2177	83
963	2179	81
964	2181	79
965	2184	76
966	2186	74
967	2187	72
968	2189	70
969	2191	67
970	2192	65
971	2195	63
972	2198	61
973	2199	58
974	2202	56
975	2204	54
976	2207	51
977	2209	49
978	2211	47
979	2212	45
980	2215	42
981	2217	40
982	2218	38
983	2220	36
984	2222	33
985	2224	31
986	2225	29
987	2226	27
988	2227	24
989	2229	22
990	2231	20
991	2233	18
992	2234	15
993	2236	13
994	2238	11
995	2240	8
996	2242	6
997	2243	4
998	2245	2
999	2246	0
