iter	MAE	RMSE
306	58.4542349	113.6707754
307	58.43386178	113.5443588
308	58.43141725	113.5323096
309	58.43040886	113.4468867
310	58.43072137	113.44576
311	58.43258774	113.4387796
312	58.47084615	113.1490793
313	58.44136096	113.1168079
314	58.43324511	113.0904948
315	58.4323536	113.0903727
316	58.41787381	113.0305669
317	58.41682204	113.0299861
318	58.29360988	112.8782285
319	58.29261854	112.8775888
320	58.28360432	112.8733929
321	58.20733749	112.7641882
322	58.0349807	112.5373052
323	57.9512068	112.4525156
324	57.95426406	112.3909165
325	57.93381162	112.3552747
326	57.93278114	112.3540298
327	57.93085011	112.3530018
328	57.93129855	112.352943
329	57.86524858	112.2226993
330	57.7433269	112.0355809
331	57.71885918	112.0221654
332	57.67826111	111.9540671
333	57.62369144	111.4435778
334	57.60927371	111.4192665
335	57.57586104	111.2209521
336	57.56376105	111.1942123
337	57.49158542	111.1025869
338	57.46416746	111.0864312
339	57.46046047	111.0838709
340	57.46733088	111.0618177
341	57.46478678	111.0596235
342	57.47727169	111.0154291
343	57.46927931	111.0113894
344	57.43475769	110.987479
345	57.4271362	110.9769617
346	57.38297531	110.9133323
347	57.38239667	110.9064051
348	57.29938645	110.8263046
349	57.2641969	110.7398214
350	57.10230658	109.660226
351	57.07770884	109.5841843
352	57.01685602	109.5248942
353	56.95689614	109.4446459
354	56.95352412	109.4419154
355	56.91898675	109.15965
356	56.89787566	109.0983038
357	56.90490432	108.616971
358	56.87712553	108.5837162
359	56.86026918	108.5375326
360	56.75376455	108.4476908
361	56.656998	108.137757
362	56.50831299	107.673183
363	56.50225428	107.6570257
364	56.49117791	107.6452522
365	56.49000564	107.6394716
366	56.48815566	107.6343032
367	56.48306739	107.6284658
368	56.47056977	107.565703
369	56.4636563	107.5355447
370	56.45147538	107.5184248
371	56.44425936	107.5054024
372	56.4483872	107.5013569
373	56.43373631	107.4688029
374	56.43121648	107.4673582
375	56.3384781	107.0981163
376	56.33718838	107.0980402
377	56.32621122	107.0645185
378	56.30029938	107.0277348
379	56.29873258	107.0263652
380	56.20178295	106.8913545
381	56.11809199	106.804945
382	56.1159616	106.799441
383	56.11545754	106.7992378
384	56.07194004	106.737353
385	56.04230672	106.5943834
386	56.01063055	106.5273574
387	55.87428169	106.4105749
388	55.87450412	106.4081437
389	55.8749648	106.3845045
390	55.83882816	106.3026247
391	55.8119332	106.2797756
392	55.80804129	106.2727981
393	55.80093583	106.2688395
394	55.7704404	106.12841
395	55.58216012	105.0093339
396	55.57745555	105.0064346
397	55.55817566	104.9004658
398	55.55246452	104.890067
399	55.54837172	104.8801512
400	55.43838653	104.384251
401	55.40489439	104.3218991
402	55.40117969	104.3177623
403	55.39553247	104.3049551
404	55.3630677	104.0882333
405	55.1844323	103.435197
406	55.1207718	103.1399708
407	55.11798469	103.1253951
408	55.12685561	102.9310984
409	55.07116165	102.8241213
410	55.05445557	102.7835798
411	55.04912121	102.7603533
412	55.04894655	102.7586691
413	55.02018987	102.7459125
414	54.94086366	102.6755385
415	54.91021976	102.5853005
416	54.8682288	102.5386782
417	54.73304453	102.1335007
418	54.67389486	101.9513326
419	54.59241309	101.5576037
420	54.57844389	101.5490773
421	54.57914939	101.4976864
422	54.47931243	101.256112
423	54.47888246	101.2547803
424	54.42247845	101.1393606
425	54.37814991	100.9948904
426	54.3822966	100.9619677
427	54.35598074	100.8244716
428	54.32426019	100.4525204
429	54.31338912	100.3718624
430	54.25044401	100.212587
431	54.25212374	100.2019442
432	54.2028027	100.1502638
433	54.20129612	100.1499539
434	54.20047034	100.1461532
435	54.15519243	99.9186044
436	54.14932679	99.91624848
437	54.08141353	99.86246078
438	53.95782391	99.51089791
439	53.93439328	99.37302733
440	53.95073055	99.32157697
441	53.91917974	99.29984113
442	53.91650741	99.29857592
443	53.91262399	99.29524011
444	53.90931887	99.29212677
445	53.89716065	99.13773979
446	53.89884033	99.12450358
447	53.89737552	99.12420644
448	53.89031959	99.12249945
449	53.88632807	99.11932782
450	53.869107	99.08050868
451	53.86785707	99.08023908
452	53.84218044	98.97380334
453	53.81018709	98.84572354
454	53.80457385	98.84049045
455	53.78362878	98.75145058
456	53.77541842	98.74429185
457	53.76675139	98.74086725
458	53.75470182	98.73749293
459	53.74357517	98.72414559
460	53.73576339	98.71796058
461	53.73171898	98.70912217
462	53.71235577	98.67414539
463	53.71774983	98.66034675
464	53.70669498	98.65616087
465	53.7079157	98.64880444
466	53.69757898	98.64306525
467	53.68170364	98.56623582
468	53.55481887	97.8585548
469	53.54748938	97.84269481
470	53.53960849	97.76771862
471	53.46798817	97.66414528
472	53.46657475	97.66387747
473	53.46950675	97.63864728
474	53.4639289	97.62408663
475	53.45757947	97.60381692
476	53.42851888	97.51821052
477	53.42588487	97.40574173
478	53.42252442	97.40317707
479	53.35486702	97.34919952
480	53.36098124	97.34353565
481	53.27433761	97.28666052
482	53.24611979	97.20570369
483	53.20863431	97.16971636
484	53.206956	97.16805837
485	53.20774831	97.16069253
486	53.08457973	96.79261472
487	53.05612012	96.664484
488	53.03192314	96.65574792
489	53.03692289	96.65231242
490	53.02885471	96.64599081
491	53.02469147	96.64259519
492	53.00768178	96.6284857
493	52.87379315	96.31327801
494	52.8549619	96.19920601
495	52.8406088	96.01959144
496	52.83526007	96.01151383
497	52.82823594	96.00066209
498	52.77983793	95.8145244
499	52.77807158	95.80486708
500	52.64009625	95.18108752
501	52.63041614	95.16768266
502	52.62006039	95.1322045
503	52.6246363	95.12148789
504	52.62751285	95.02070499
505	52.59153627	94.82417805
506	52.53967858	94.76532264
507	52.5039104	94.37775684
508	52.50593073	94.37263516
509	52.49992508	94.34831355
510	52.48776017	94.3369157
511	52.47304003	94.32462581
512	52.47235513	94.31952971
513	52.46765828	94.31596493
514	52.4510675	94.3017841
515	52.43482637	94.27306917
516	52.43110346	94.26294838
517	52.43479786	94.23905009
518	52.2340405	93.81071365
519	52.21603224	93.80188369
520	52.11949062	93.72411796
521	52.1157813	93.69798298
522	52.11551053	93.42922717
523	51.99135759	93.29371183
524	51.93218441	93.22020968
525	51.93040425	93.21816062
526	51.91619716	93.20705147
527	51.91518912	93.19676762
528	51.93499084	93.10243174
529	51.86263226	92.73221326
530	51.85548832	92.72644518
531	51.86155029	92.71410048
532	51.87182046	92.60010442
533	51.82493291	92.30526869
534	51.67144288	92.06317698
535	51.66327604	92.05608972
536	51.65408832	92.04577766
537	51.65200438	92.04546856
538	51.60944155	92.00979696
539	51.60321144	92.00707096
540	51.58442647	91.99964022
541	51.58136774	91.9899356
542	51.56753371	91.97870934
543	51.56585679	91.97841609
544	51.57495633	91.86380283
545	51.52663117	91.61766454
546	51.5084093	91.59228685
547	51.48922734	91.57393126
548	51.46423695	91.55157772
549	51.44897553	91.54932514
550	51.43878793	91.54493877
551	51.43225288	91.54308503
552	51.38796463	91.50558226
553	51.37510132	91.49870589
554	51.29196625	91.29015806
555	51.30945604	91.21502539
556	51.30612594	91.21239696
557	51.2308322	90.92310445
558	51.19254578	90.64401727
559	51.16879085	90.52929361
560	51.13106625	90.47179321
561	51.13905715	90.39044968
562	51.13577697	90.38220025
563	51.1335179	90.37464021
564	51.13438856	90.36381637
565	51.0067416	89.78406517
566	50.97745904	89.65593918
567	50.90324908	89.24068094
568	50.88545413	89.17746488
569	50.89174958	89.10138847
570	50.89225058	89.08969198
571	50.82824087	89.02005111
572	50.80908193	88.97577398
573	50.79731547	88.9735364
574	50.77557844	88.93930964
575	50.79346006	88.878062
576	50.78260512	88.84198796
577	50.77892414	88.82506861
578	50.71133316	88.72439426
579	50.66760743	88.52115518
580	50.66433862	88.512149
581	50.65876839	88.5095875
582	50.64641245	88.48267415
583	50.65575139	88.40095222
584	50.65225789	88.39883693
585	50.60983129	88.35664057
586	50.60009953	88.34385478
587	50.58808565	88.33845982
588	50.57833177	88.33085094
589	50.57264584	88.29584481
590	50.56410146	88.28574266
591	50.54457742	88.10103148
592	50.53483609	88.09443023
593	50.53175169	88.08292914
594	50.50261641	87.93204894
595	50.44683088	87.89035745
596	50.44364758	87.89001557
597	50.43974095	87.88366342
598	50.29318397	87.32819159
599	50.2901579	87.32663664
600	50.2847396	87.32116594
601	50.22178987	87.23738611
602	50.22286612	87.19900891
603	50.14996549	86.95132939
604	50.14054258	86.94828299
605	50.14293471	86.94694215
606	50.12247822	86.92102728
607	50.10921482	86.90973484
608	50.12010482	86.8615081
609	50.10357058	86.77836518
610	50.10208557	86.77812566
611	50.09091801	86.76421372
612	50.05627483	86.72819094
613	50.00706201	86.67375214
614	49.99349385	86.65321034
615	49.94721087	86.59521524
616	49.94071455	86.58660345
617	49.92902047	86.56839467
618	49.91888684	86.55645563
619	49.91747883	86.55619624
620	49.84399669	86.35533834
621	49.8327196	86.34263822
622	49.81847532	86.33610569
623	49.81548212	86.19919983
624	49.76944242	86.06026419
625	49.76729433	86.055972
626	49.75886343	86.05410889
627	49.75048085	86.04577006
628	49.74932139	86.04556485
629	49.7450489	86.04205023
630	49.70991251	86.01516021
631	49.66512269	85.97469734
632	49.64558183	85.94334328
633	49.6047628	85.91099542
634	49.59872601	85.90542666
635	49.59107256	85.89067244
636	49.59487107	85.88186004
637	49.52773603	85.74886011
638	49.45715303	85.70508872
639	49.41823811	85.59823644
640	49.41750697	85.59394256
641	49.42422473	85.53842109
642	49.42539482	85.5302893
643	49.42475377	85.52996059
644	49.4029991	85.47100117
645	49.39935235	85.46856556
646	49.39405309	85.45044478
647	49.35077653	85.39541059
648	49.34391915	85.39305834
649	49.30597446	85.26285233
650	49.29402492	85.25936061
651	49.25748968	85.20586641
652	49.23220934	85.18438288
653	49.23069478	85.18161019
654	49.22661756	85.17916872
655	49.21225941	85.17670834
656	49.20681408	85.16187088
657	49.18398981	85.13722244
658	49.17560048	85.12674642
659	49.17246682	85.11855446
660	49.07220165	84.73362691
661	49.03947462	84.65495429
662	49.01585269	84.50174664
663	48.98478904	84.46535356
664	48.97319465	84.40684058
665	48.85408965	84.03927753
666	48.85324694	84.03909712
667	48.84694912	84.035316
668	48.8441394	84.03019917
669	48.82285254	84.00668032
670	48.72859886	83.82308766
671	48.72785979	83.82291453
672	48.71786908	83.81652279
673	48.69491453	83.77806053
674	48.68649901	83.77477213
675	48.68336937	83.77234981
676	48.6724832	83.75473268
677	48.666491	83.74835109
678	48.66717555	83.74604777
679	48.66077617	83.7329524
680	48.62036846	83.65795783
681	48.60918658	83.58997686
682	48.59772966	83.57470444
683	48.52031344	83.33955726
684	48.50880609	83.32477618
685	48.42955597	83.16893317
686	48.44352343	83.12807817
687	48.44279993	83.12793258
688	48.41932394	83.1126646
689	48.41578952	83.11074038
690	48.4141895	83.0813898
691	48.33098897	82.95715
692	48.32618842	82.94132539
693	48.32242405	82.93304186
694	48.30880163	82.91628253
695	48.30124662	82.83903328
696	48.31561064	82.80030105
697	48.3230612	82.75043521
698	48.31092611	82.74234194
699	48.31087275	82.74115634
700	48.27913271	82.66862755
701	48.27873162	82.66598194
702	48.29216845	82.63128112
703	48.23147898	82.57129099
704	48.22711714	82.5708208
705	48.19773903	82.52787122
706	48.19423438	82.52513503
707	48.19251265	82.52485327
708	48.19960137	82.51984411
709	48.19903368	82.51970701
710	48.19888583	82.47278675
711	48.19411366	82.4632904
712	48.17565206	82.39277654
713	48.1756448	82.39149696
714	48.11933675	82.30882773
715	48.11836825	82.29736287
716	48.12272894	82.26125279
717	48.12061352	82.25513956
718	48.10813509	82.247011
719	48.10669207	82.24638193
720	48.09520477	82.23073065
721	48.09632375	82.2217699
722	48.09571567	82.22163064
723	48.09785791	82.20731477
724	48.09372771	82.19713655
725	48.06775117	82.17014729
726	48.06808495	82.15637537
727	48.06115315	82.14542885
728	48.04637929	82.13123972
729	48.0326727	82.11062071
730	48.03090334	82.11026714
731	48.0220066	82.09858875
732	48.01434928	82.08122289
733	47.99172251	82.05682863
734	47.94358891	81.97990336
735	47.93800925	81.9764385
736	47.93181648	81.97207722
737	47.93277765	81.96661084
738	47.94458415	81.93735039
739	47.86666571	81.73407621
740	47.87309409	81.70208577
741	47.8841568	81.67720897
742	47.80492826	81.49942817
743	47.79679658	81.41978486
744	47.78990351	81.41552551
745	47.79759422	81.37151851
746	47.79507973	81.36905637
747	47.78888245	81.34773945
748	47.71463115	81.16081359
749	47.70965744	81.15069859
750	47.70744242	81.14750256
751	47.7003187	81.13996359
752	47.69473121	81.13046738
753	47.5638079	80.74301458
754	47.57039068	80.70399853
755	47.55215395	80.68496784
756	47.53764106	80.67249329
757	47.54370997	80.63443858
758	47.54432402	80.6140839
759	47.54788052	80.59019985
760	47.54924142	80.58502205
761	47.52578161	80.54349477
762	47.52087273	80.53564713
763	47.50800938	80.52294003
764	47.51608588	80.50723803
765	47.48827443	80.47151234
766	47.48482115	80.4691771
767	47.48568223	80.4685279
768	47.48838587	80.45735734
769	47.48397205	80.44967925
770	47.46891236	80.44394681
771	47.46698866	80.43760299
772	47.46634684	80.4346818
773	47.44770295	80.35558521
774	47.44035369	80.35088637
775	47.38256787	80.18774669
776	47.3585958	80.07026196
777	47.30405867	80.00113574
778	47.29700639	79.97774473
779	47.26917574	79.95044483
780	47.24235345	79.89737897
781	47.24178318	79.89725915
782	47.23985273	79.89513163
783	47.2393197	79.89501616
784	47.23674304	79.89034123
785	47.21719153	79.84424174
786	47.21494626	79.84373666
787	47.19670251	79.82336775
788	47.17144852	79.78800007
789	47.11923128	79.63857892
790	47.10853001	79.63358638
791	47.10076713	79.60342088
792	47.1021568	79.59263137
793	47.0983655	79.58688221
794	47.09223498	79.57418415
795	47.08365824	79.56696181
796	47.07981548	79.55800006
797	47.04925372	79.53071278
798	47.0468992	79.52912707
799	47.04645433	79.50835239
800	47.05080638	79.50579787
801	47.05044906	79.50569592
802	47.04707539	79.49815156
803	47.04157387	79.48131584
804	47.03671058	79.47773724
805	46.93853185	79.10429376
806	46.94090548	79.08682323
807	46.94114781	79.08554439
808	46.94079328	79.08544758
809	46.94175919	79.08497343
810	46.94154607	79.08477477
811	46.86154223	78.99774099
812	46.82866226	78.90849302
813	46.82725804	78.90828131
814	46.82436408	78.90329477
815	46.82079174	78.89537357
816	46.69808557	78.63905651
817	46.68546466	78.62655758
818	46.65576578	78.59367126
819	46.63227592	78.54531504
820	46.63842389	78.53344971
821	46.63660875	78.53221421
822	46.63703062	78.53102263
823	46.63453416	78.52856796
824	46.63416571	78.52847382
825	46.63663594	78.5106151
826	46.63437839	78.50396529
827	46.63187673	78.49712255
828	46.63256523	78.49664698
829	46.62942628	78.4900368
830	46.60912785	78.45827867
831	46.61135283	78.44274861
832	46.59365162	78.42700631
833	46.58131444	78.40818575
834	46.56541854	78.3588545
835	46.56594299	78.35777297
836	46.5643877	78.35233357
837	46.56398486	78.35224228
838	46.44189677	78.10639128
839	46.43597211	78.10005422
840	46.42399296	78.09643633
841	46.4221296	78.09462685
842	46.41918257	78.09305564
843	46.41863738	78.09292871
844	46.41829283	78.09284586
845	46.41628765	78.09051056
846	46.41183187	78.0834364
847	46.4112965	78.08331424
848	46.40810809	78.07684163
849	46.40430057	78.04827093
850	46.4088983	78.03931961
851	46.4078971	78.03693023
852	46.3942068	78.03288969
853	46.38055703	78.02172724
854	46.38323924	78.00919211
855	46.38368722	78.00757037
856	46.38143754	78.00663124
857	46.37991568	78.00056731
858	46.37915395	77.99913814
859	46.37861664	77.9990183
860	46.37503915	77.99273163
861	46.37521723	77.97766115
862	46.37468224	77.97754157
863	46.3118627	77.76697802
864	46.26377618	77.67961979
865	46.2631345	77.67857854
866	46.26287478	77.67778699
867	46.26402378	77.67731024
868	46.25215795	77.67233616
869	46.25071217	77.66830824
870	46.2432885	77.65900241
871	46.24077255	77.6316278
872	46.24047293	77.63056652
873	46.19864302	77.59058067
874	46.18673614	77.57953586
875	46.18541947	77.57750897
876	46.18541607	77.57677673
877	46.17187811	77.56639672
878	46.16334168	77.56292883
879	46.10551913	77.5223878
880	46.10673787	77.51791481
881	46.10216877	77.51435909
882	46.10264806	77.50077676
883	46.10120658	77.50039614
884	46.09941667	77.50001285
885	46.09198329	77.49275275
886	46.085595	77.48437569
887	46.09090739	77.46288057
888	46.09239207	77.45545079
889	46.09121546	77.43317747
890	46.0850368	77.42716818
891	46.07928355	77.42365913
892	46.07763173	77.41826828
893	46.04961101	77.32938811
894	46.04748545	77.32778306
895	46.04383915	77.32696669
896	46.03224151	77.3080902
897	46.01879746	77.29294095
898	45.98618252	77.21535422
899	45.88473647	76.85819348
900	45.88528103	76.85475438
901	45.88383178	76.85446766
902	45.87714504	76.84749005
903	45.87667403	76.84269103
904	45.87552324	76.84114164
905	45.87515561	76.84041395
906	45.85810574	76.76870022
907	45.85819837	76.76844156
908	45.85790192	76.76450172
909	45.85085733	76.75660604
910	45.8505513	76.75641383
911	45.83499629	76.73659543
912	45.83479662	76.73632038
913	45.81691094	76.71450184
914	45.80877587	76.70832133
915	45.80160672	76.68338333
916	45.80233554	76.68032274
917	45.79800679	76.6755241
918	45.79130397	76.66898782
919	45.78395549	76.66139377
920	45.77294042	76.62595334
921	45.76602758	76.61616709
922	45.7692612	76.60988329
923	45.73595545	76.53835624
924	45.70366439	76.51052585
925	45.70348616	76.50725321
926	45.70197302	76.50277524
927	45.68950879	76.4996957
928	45.68844701	76.49954847
929	45.64456169	76.45421608
930	45.64397318	76.45409096
931	45.64684221	76.44862655
932	45.64577302	76.44733547
933	45.6395075	76.44263865
934	45.64412247	76.43724084
935	45.58719182	76.30828036
936	45.58655597	76.30815537
937	45.58430688	76.30489095
938	45.57609177	76.29587649
939	45.56821238	76.28458448
940	45.56775267	76.28449795
941	45.52171366	76.15955636
942	45.43790077	75.98606822
943	45.36802998	75.77521717
944	45.35533309	75.77104468
945	45.2688713	75.5008473
946	45.26481564	75.49561111
947	45.25875298	75.49219374
948	45.2539477	75.48974999
949	45.21777617	75.29610618
950	45.20012701	75.27218188
951	45.19019914	75.25636413
952	45.18981002	75.25628104
953	45.1688596	75.2317907
954	45.16572679	75.23099701
955	45.16537043	75.23091732
956	45.16174512	75.22202991
957	45.16527454	75.2205361
958	45.1659358	75.22009031
959	45.16935479	75.21518109
960	45.11970805	75.16632888
961	45.06867932	75.05702771
962	45.06610452	75.05511747
963	45.06075337	75.04672369
964	45.06475615	75.04367951
965	45.0652457	75.04302027
966	45.06955055	75.04172703
967	45.06923629	75.04166033
968	45.05442244	75.0224409
969	45.03829048	74.98676833
970	45.03536323	74.98588444
971	45.03164258	74.97868002
972	45.03475065	74.9764471
973	45.03445952	74.9763856
974	45.03284722	74.96664298
975	45.0294821	74.96602982
976	45.02664254	74.96373792
977	45.02349409	74.96250002
978	45.0232048	74.96243616
979	45.02840749	74.95424004
980	45.02154276	74.94468536
981	45.01906644	74.94367923
982	45.01870264	74.94360141
983	45.02225794	74.94290655
984	45.02013262	74.93775986
985	45.01792369	74.93514045
986	45.01764523	74.93508009
987	45.0173704	74.9350213
988	45.0170988	74.93496403
989	45.00442786	74.93095798
990	45.00438906	74.9303141
991	45.0001256	74.92182623
992	45.0006132	74.91784829
993	44.99938546	74.91371519
994	45.00283569	74.91310123
995	44.99593166	74.90638308
996	44.99423056	74.90494953
997	44.99394898	74.90489178
998	44.99321782	74.90341432
999	44.99285471	74.90333527
